I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	12308	12282	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	12430	12404	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	12491	12465	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	12552	12526	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	12613	12587	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	12674	12648	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	12735	12709	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	12796	12770	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	12899	12873	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	12961	12935	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	13022	12996	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	13083	13057	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	13144	13118	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	13205	13179	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	13266	13240	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	13327	13301	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	13449	13423	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	13510	13484	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	13571	13545	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	13632	13606	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	13693	13667	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	13755	13729	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	13816	13790	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	13877	13851	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	13938	13912	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	13999	13973	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	14060	14034	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	30341	30315	6.24e-05	38.2
I-E_14	NZ_CP085987.1-40	92.593	27	2	0	3	29	30463	30437	6.24e-05	38.2
